48,L,lS_circular_insula_inf,-39.502,-13.872,-7.846,Insula
49,L,lS_circular_insula_sup,-34.484,5.133,11.951,Insula
50,L,lS_collat_transv_ant,-40.799,-21.096,-23.879,Temporal
51,L,lS_collat_transv_post,-24.54,-78.901,-7.608,Occipital
52,L,lS_front_inf,-38.112,22.769,21.882,Frontal
53,L,lS_front_middle,-25.968,43.597,18.904,Frontal
54,L,lS_front_sup,-22.711,17.928,43.159,Frontal
55,L,lS_interm_prim.Jensen,-49.911,-52.26,30.213,Parietal
56,L,lS_intrapariet_and_P_trans,-28.528,-58.348,38.653,Parietal
57,L,lS_oc_middle_and_Lunatus,-30.314,-85.287,3.81,Occipital
58,L,lS_oc_sup_and_transversal,-26.886,-80.465,17.196,Occipital
59,L,lS_occipital_ant,-41.7,-68.154,0.278,Occipital
60,L,lS_oc.temp_lat,-41.84,-49.887,-14.185,Occipital
61,L,lS_oc.temp_med_and_Lingual,-30.414,-48.15,-9.37,Occipital
62,L,lS_orbital_lateral,-39.46,40.593,-2.29,Frontal
63,L,lS_orbital_med.olfact,-12.768,24.56,-17.598,Frontal
64,L,lS_orbital.H_Shaped,-24.206,34.927,-11.657,Frontal
65,L,lS_parieto_occipital,-16.599,-67.45,22.655,Parietal
66,L,lS_pericallosal,-6.016,-10.328,25.728,Limbic
67,L,lS_postcentral,-36.815,-36.102,41.146,Parietal
68,L,lS_precentral.inf.part,-43.352,2.957,27.034,Frontal
69,L,lS_precentral.sup.part,-26.797,-9.499,50.401,Frontal
70,L,lS_suborbital,-8.559,38.452,-11.471,Frontal
71,L,lS_subparietal,-10.867,-50.05,34.979,Parietal
72,L,lS_temporal_inf,-52.545,-38.438,-16.527,Temporal
73,L,lS_temporal_sup,-48.624,-47.475,5.828,Temporal
74,L,lS_temporal_transverse,-50.606,-25.294,2.119,Temporal
75,L,Cerebellum-Cortex,,,,none
76,L,lTHAL,-11,-17,6,SCGM
77,L,lCAUD,-15,10,9,SCGM
78,L,lPUT,-30,-3,1,SCGM
79,L,lPALL,-22,-4,-1,SCGM
80,L,lHIPP,-30,-21,-13,SCGM
81,L,lAMYG,-23,-8,-15,SCGM
82,L,lACCU,-9,10,-8,SCGM
83,R,rTHAL,11,-17,6,SCGM
84,R,rCAUD,15,10,9,SCGM
85,R,rPUT,30,-3,1,SCGM
86,R,rPALL,22,-4,-1,SCGM
87,R,rHIPP,30,-21,-13,SCGM
88,R,rAMYG,23,-8,-15,SCGM
89,R,rACCU,9,10,-8,SCGM
90,R,rG_and_S_frontomargin,22.974,55.986,-8.061,Frontal
91,R,rG_and_S_occipital_inf,42.104,-76.432,-11.482,Occipital
92,R,rG_and_S_paracentral,6.915,-34.854,68.429,Parietal
93,R,rG_and_S_subcentral,56.534,-10.438,16.768,Parietal
94,R,rG_and_S_transv_frontopol,16.678,61.254,1.985,Frontal
95,R,rG_and_S_cingul.Ant,11.187,38.601,8.006,Limbic
96,R,rG_and_S_cingul.Mid.Ant,10.39,14.795,36.112,Limbic
97,R,rG_and_S_cingul.Mid.Post,9.828,-9.724,40.879,Limbic
98,R,rG_cingul.Post.dorsal,5.363,-36.443,30.714,Limbic
99,R,rG_cingul.Post.ventral,10.218,-49.055,7.38,Limbic
100,R,rG_cuneus,6.428,-81.143,17.312,Occipital
101,R,rG_front_inf.Opercular,50.918,9.801,8.232,Frontal
102,R,rG_front_inf.Orbital,47.925,32.35,-6.988,Frontal
103,R,rG_front_inf.Triangul,51.05,28.051,6.786,Frontal
104,R,rG_front_middle,38.204,29.401,30.849,Frontal
105,R,rG_front_sup,9.28,22.781,52.457,Frontal
106,R,rG_Ins_lg_and_S_cent_ins,37.305,-4.064,-3.656,Insula
107,R,rG_insular_short,36.318,9.454,-2.202,Insula
108,R,rG_occipital_middle,40.033,-79.453,12.821,Occipital
109,R,rG_occipital_sup,18.948,-85.935,31.252,Occipital
110,R,rG_oc.temp_lat.fusifor,34.63,-52.534,-17.037,Occipital
111,R,rG_oc.temp_med.Lingual,12.425,-67.656,-4.46,Occipital
112,R,rG_oc.temp_med.Parahip,25.122,-16.652,-27.74,Temporal
113,R,rG_orbital,26.58,30.04,-17.02,Frontal
114,R,rG_pariet_inf.Angular,46.059,-60.622,39.301,Parietal
115,R,rG_pariet_inf.Supramar,56.53,-31.724,30.782,Parietal
116,R,rG_parietal_sup,18.166,-53.808,60.08,Parietal
117,R,rG_postcentral,45.826,-23.617,54.373,Parietal
118,R,rG_precentral,40.651,-8.156,53.418,Frontal
119,R,rG_precuneus,7.723,-59.505,46.822,Parietal
120,R,rG_rectus,6.54,33.631,-20.422,Frontal
121,R,rG_subcallosal,6.973,15.34,-11.926,Limbic
122,R,rG_temp_sup.G_T_transv,48.106,-19.114,5.111,Temporal
123,R,rG_temp_sup.Lateral,60.502,-12.851,-0.826,Temporal
124,R,rG_temp_sup.Plan_polar,40.349,3.752,-24.303,Temporal
125,R,rG_temp_sup.Plan_tempo,58.087,-34.708,15.135,Temporal
126,R,rG_temporal_inf,52.585,-34.688,-23.578,Temporal
127,R,rG_temporal_middle,59.788,-33.921,-12.556,Temporal
128,R,rLat_Fis.ant.Horizont,41.415,30.224,2.684,Frontal
129,R,rLat_Fis.ant.Vertical,45.448,21.327,9.036,Frontal
130,R,rLat_Fis.post,38.608,-28.952,19.349,Insula
131,R,rPole_occipital,17.394,-94.985,-3.658,Occipital
132,R,rPole_temporal,38.295,5.021,-36.584,Temporal
133,R,rS_calcarine,18.88,-62.432,5.357,Occipital
134,R,rS_central,35.89,-19.96,46.41,Frontal
135,R,rS_cingul.Marginalis,14.303,-37.59,45.995,Limbic
136,R,rS_circular_insula_ant,29.668,23.312,-7.027,Insula
137,R,rS_circular_insula_inf,41.392,-12.95,-7.87,Insula
138,R,rS_circular_insula_sup,34.968,5.708,11.641,Insula
139,R,rS_collat_transv_ant,41.753,-20.346,-24.345,Temporal
140,R,rS_collat_transv_post,25.687,-78.075,-8.216,Occipital
141,R,rS_front_inf,38.7,23.248,20.601,Frontal
142,R,rS_front_middle,28.296,40.93,22.288,Frontal
143,R,rS_front_sup,22.69,18.148,44.827,Frontal
144,R,rS_interm_prim.Jensen,47.946,-44.615,35.704,Parietal
145,R,rS_intrapariet_and_P_trans,30.463,-56.032,42.846,Parietal
146,R,rS_oc_middle_and_Lunatus,32.802,-82.079,6.453,Occipital
147,R,rS_oc_sup_and_transversal,27.821,-77.321,20.078,Occipital
148,R,rS_occipital_ant,42.996,-65.226,4.085,Occipital
149,R,rS_oc.temp_lat,43.127,-50.709,-13.523,Occipital
150,R,rS_oc.temp_med_and_Lingual,31.511,-46.227,-10.155,Occipital
151,R,rS_orbital_lateral,41.491,39.606,-1.682,Frontal
152,R,rS_orbital_med.olfact,13.776,22.903,-16.664,Frontal
153,R,rS_orbital.H_Shaped,24.293,35.417,-11.756,Frontal
154,R,rS_parieto_occipital,17.959,-65.668,24.804,Parietal
155,R,rS_pericallosal,7.329,-8.271,25.71,Limbic
156,R,rS_postcentral,36.512,-34.916,42.321,Parietal
157,R,rS_precentral.inf.part,42.614,4.307,27.246,Frontal
158,R,rS_precentral.sup.part,26.621,-8.68,51.56,Frontal
159,R,rS_suborbital,8.781,42.174,-14.271,Frontal
160,R,rS_subparietal,10.497,-50.187,36.502,Parietal
161,R,rS_temporal_inf,53.027,-39.85,-15.285,Temporal
162,R,rS_temporal_sup,48.138,-43.634,8.103,Temporal
163,R,rS_temporal_transverse,51.842,-22.388,4.422,Temporal
164,R,Cerebellum-Cortex,,,,none
